id,nombre,estado,especie,origen,ubicacion,episodios,fecha_creacion
4479,Beth Smith,Dead,  Unkn0wn    ,Earth (C-137),---,S05E07|S03E03,08-10-2018
695,Jerry Smith,DEAD, Alien,Earth (Replacement Dimension),NULL,"['S03E02', 'S02E02', 'S03E05']",
6928,Birdperson,alive,---,,Gazorpazorp,"S03E01,S03E07,S05E02",2023-12-05
2247,squanchy,,  human    ,Earth (C-137),Gazorpazorp,S02E08|S02E01|S01E03|S01E03,INVALID_DATE_2026
1486,meeseeks,dead, Alien,N/A,Planet Squanch,"['S04E01', 'S02E01', 'S03E09', 'S03E06']",NOT_A_DATE
5387,Jerry Smith,None,Human,Earth (C-137),Planet Squanch,"S05E07,S01E09",NOT_A_DATE
5648,Summer Smith,N/A,   Alien&#39;  ,Earth (Replacement Dimension),Anatomy Park,S02E01,
1148,Birdperson,unknown,cronenberg,Abadango,Citadel of Ricks,S01E05|S01E03,2022-05-10T12:00:00.000000Z
6940,PICKLE RICK,,MYTHOLOGICAL CREATURE,Abadango,Citadel of Ricks,S02E06|S04E09|S05E09,08-15-2018
901,squanchy,???,  HumanÃ±  ,Earth (Replacement Dimension),Gazorpazorp,"S02E05,S01E06,S05E06,S04E08",NOT_A_DATE
2619,PICKLE RICK,DEAD,  Alien  Ã±  ,Earth (C-137),NULL,"S03E05,S01E01,S03E05,S04E07",05/08/2022
7362,morty smith,dead,Mythological Creature,N/A,---,S02E03|S01E01,2020-06-06
6961,rick sanchez,dead,UNKN0WN,Earth (Replacement Dimension),Planet Squanch,S02E05,NOT_A_DATE
7454,Birdperson,Alive,Human,Signus 5,NULL,S02E03|S03E05|S05E06,
5660,Meeseeks,ALIVE,Robot,unknown,---,"['S02E04', 'S02E03', 'S02E07']",
2102,  Beth Smith#VALUE!  ,unknown,Cronenberg,Citadel of Ricks &amp; Mortys,Anatomy Park,S04E09|S02E04|S05E04|S02E08,
6862,Jerry Smith,ALIVE,ROBOT,Earth (C-137),---,"['S04E03', 'S04E06', 'S03E06', 'S02E02']",08/06/2018
3305,Summer Smith,DEAD,Cronenberg,unknown,Citadel of Ricks,"['S01E09', 'S04E06']",
5376,Evil Morty,NULL,  RobotÃ¡  ,Signus 5,Citadel of Ricks,"S03E08,S02E05",INVALID_DATE_2026
4780,squanchy,unknown,Robot,Earth (Replacement Dimension),Planet Squanch,['S04E07'],19/08/2017
7307,meeseeks,alive,human,,---,S01E05,12-05-2020
2503,BIRDPERSON,UNKNOWN,Alien  ,Abadango,Anatomy Park,"['S04E02', 'S05E06', 'S04E04']",21/05/2021
539,Pickle Rick,None,human,N/A,Planet Squanch,"['S04E04', 'S04E01', 'S03E08']",07-15-2018
5023,Morty Smith,dead,  ---    ,N/A,Planet Squanch,"['S04E06', 'S05E08', 'S04E03', 'S04E06']",2018-11-28
190,MORTY SMITH,unknown,human,Earth (C-137),---,S05E04|S01E01|S03E01|S01E02,
531,Rick Sanchez,DEAD,Unkn0wn,Earth (Replacement Dimension),NULL,"['S02E08', 'S04E06']",05/07/2021
3842,Evil Morty,DEAD,Human,Citadel of Ricks &amp; Mortys,Planet Squanch,['S02E06'],
2670,beth smith,N/A,  Alien  	  ,Citadel of Ricks &amp; Mortys,Earth (C-137),S02E03|S04E07|S01E07,2024-04-28
188,pickle rick,unknown,robot,unknown,NULL,S04E06|S03E01,
5890,Pickle Rick,alive,---,unknown,Planet Squanch,S01E07|S04E04|S03E05|S05E07,
4585,Rick Sanchez,unknown,human,unknown,Anatomy Park,"S04E07,S04E01",10-17-2023
6623,BIRDPERSON,???,Unkn0wn,N/A,Planet Squanch,S03E07|S04E09,02-21-2022
6123,  Summer Smith&#39;  ,alive,Alien  ,unknown,Planet Squanch,S01E06,2017-05-22T12:00:00.000000Z
3831,Summer Smith,Dead,Cronenberg,,NULL,S04E09,06-13-2022
6715,Pickle Rick,NULL,Unkn0wn,Earth (C-137),Planet Squanch,"['S03E08', 'S02E04']",2017-10-17
3137,MEESEEKS,unknown,---,Earth (C-137),Citadel of Ricks,"['S04E05', 'S03E06', 'S03E06']",
7616,SQUANCHY,???,Mythological Creature,,NULL,"S04E07,S03E08,S03E08",2022-08-23
386,Meeseeks,ALIVE, Alien,Earth (C-137),Citadel of Ricks,['S02E08'],NOT_A_DATE
4623,Rick Sanchez,UNKNOWN,  Unkn0wn	  ,unknown,NULL,S04E04|S02E08|S02E04,2021-03-19
5342,jerry smith,alive,  RobotN/A  ,Citadel of Ricks &amp; Mortys,---,S02E05,
7493,Squanchy,DEAD,Mythological Creature,Signus 5,Citadel of Ricks,S02E04,
3730,jerry smith,UNKNOWN,Robot,,NULL,"['S05E06', 'S03E01', 'S02E04', 'S01E07']",2019-02-13
5313,  SquanchyÃ±  ,unknown,  Cronenberg#VALUE!  ,Earth (Replacement Dimension),NULL,"S05E06,S03E03",INVALID_DATE_2026
2819,Meeseeks,???,---,Citadel of Ricks &amp; Mortys,Earth (C-137),S04E01|S04E06|S05E07,01/01/2023
3440,Meeseeks,DEAD,human,Earth (Replacement Dimension),Earth (C-137),['S05E06'],2020-03-18T12:00:00.000000Z
1933,Rick Sanchez,Alive, Alien,Citadel of Ricks &amp; Mortys,Anatomy Park,S02E01|S03E09|S01E09|S02E04,
2263,Summer Smith,,Cronenberg,Earth (C-137),Anatomy Park,"S03E03,S02E02,S02E02,S03E06",NOT_A_DATE
3597,pickle rick,Dead,Unkn0wn,Signus 5,Earth (C-137),"S05E09,S04E07",01-08-2021
1289,Rick Sanchez,,---,Citadel of Ricks &amp; Mortys,Planet Squanch,S02E06|S05E04|S03E08|S04E09,09-01-2017
1460,Summer Smith,???,Cronenberg,Signus 5,Anatomy Park,S01E09|S02E01,09-13-2017
1207,Meeseeks,None,ALIEN  ,Citadel of Ricks &amp; Mortys,Anatomy Park,S03E07,2019-06-27T12:00:00.000000Z
7923,Meeseeks,Dead,mythological creature,Signus 5,Earth (C-137),S01E06|S01E06,NOT_A_DATE
1281,RICK SANCHEZ,NULL,Cronenberg,Citadel of Ricks &amp; Mortys,---,"S01E05,S02E05",2020-11-20
790,Meeseeks,ALIVE,---,unknown,Gazorpazorp,S04E06,
4977,  Beth Smith!!  ,unknown, Alien,Citadel of Ricks &amp; Mortys,Earth (C-137),"S05E04,S02E07",2017-03-05T12:00:00.000000Z
694,jerry smith,None,Robot,N/A,Anatomy Park,"['S04E07', 'S04E08']",09/10/2024
5675,Morty Smith,None,Human,Signus 5,Planet Squanch,"S03E06,S03E08",NOT_A_DATE
980,Pickle Rick,None,---,Citadel of Ricks &amp; Mortys,Planet Squanch,S01E04,19/02/2020
6477,summer smith,None,Unkn0wn,unknown,Anatomy Park,"['S01E08', 'S03E08']",2021-09-17T12:00:00.000000Z
2745,  Morty Smith&#39;  ,dead,mythological creature,Citadel of Ricks &amp; Mortys,Earth (C-137),"['S05E02', 'S01E05', 'S04E08', 'S04E09']",
2457,Morty Smith,NULL,human,N/A,NULL,"['S02E07', 'S02E03', 'S03E08', 'S02E02']",
6182,  Meeseeks!!  ,alive,Alien  ,Signus 5,Earth (C-137),S05E06,2019-04-24
2236,Jerry Smith,???,Unkn0wn,Abadango,Citadel of Ricks,S02E05,24/11/2019
7017,Jerry Smith,UNKNOWN,  humanN/A  ,N/A,Anatomy Park,['S04E07'],13/06/2023
5356,  Jerry Smith	  ,ALIVE,human,unknown,Planet Squanch,"['S04E05', 'S02E01']",INVALID_DATE_2026
3926,evil morty,Alive,Human,,Anatomy Park,S01E07|S04E06,18/05/2020
844,Squanchy,None,mythological creature,Citadel of Ricks &amp; Mortys,Planet Squanch,"S01E08,S01E08,S03E03,S05E09",
111,morty smith,NULL,human,Signus 5,Planet Squanch,"S01E01,S05E07,S05E06,S03E04",10/09/2018
3118,Birdperson,Alive,Robot,Abadango,NULL,"S04E04,S02E02",12-26-2017
7287,birdperson,unknown,human,Earth (C-137),NULL,S03E02|S01E05|S03E03,NOT_A_DATE
475,BIRDPERSON,dead,  Human#VALUE!  ,Signus 5,Planet Squanch,"['S04E08', 'S04E02', 'S02E05', 'S02E04']",04-27-2018
7189,Summer Smith,N/A,alien  ,Signus 5,Planet Squanch,S03E02|S03E09,11-05-2017
301,Pickle Rick,DEAD,  Mythological Creature    ,Earth (Replacement Dimension),---,"S01E04,S01E06",07-18-2022
6654,MORTY SMITH,N/A,Mythological Creature,Citadel of Ricks &amp; Mortys,Gazorpazorp,S03E09,INVALID_DATE_2026
491,Jerry Smith,Dead,Cronenberg,Earth (C-137),Citadel of Ricks,S05E05|S05E05|S05E03,08-03-2021
4401,Morty Smith,ALIVE,human,N/A,NULL,S05E02|S03E05|S03E02|S04E04,2022-11-13
1475,Birdperson,None,human,Signus 5,Citadel of Ricks,S05E08|S04E04,
7206,Summer Smith,dead,Mythological Creature,unknown,Planet Squanch,S03E05,
4142,Meeseeks,UNKNOWN,Cronenberg,Signus 5,Citadel of Ricks,"['S04E02', 'S03E09', 'S02E09']",2023-07-23T12:00:00.000000Z
4897,Evil Morty,DEAD, Alien,Citadel of Ricks &amp; Mortys,Planet Squanch,['S03E04'],NOT_A_DATE
2683,Birdperson,DEAD,  Human	  ,Signus 5,Earth (C-137),['S04E07'],19/06/2019
3454,birdperson,unknown,human,Abadango,Anatomy Park,"S05E04,S05E02",20/02/2024
1622,Evil Morty,unknown, Alien,N/A,Gazorpazorp,S04E03,12-04-2018
2195,morty smith,N/A,human,unknown,NULL,S02E08|S05E06,24/11/2024
3785,Beth Smith,dead,Mythological Creature,Citadel of Ricks &amp; Mortys,Anatomy Park,['S03E01'],23/06/2022
7109,Rick Sanchez,unknown, Alien,Earth (C-137),Anatomy Park,S02E08|S04E04|S05E01,
6007,  Birdperson    ,Dead,  Humanâ€  ,Abadango,Anatomy Park,S01E08|S05E09,2021-01-26T12:00:00.000000Z
444,jerry smith,NULL,human,Signus 5,---,"['S03E03', 'S02E03']",15/11/2019
7237,Squanchy,Alive,Cronenberg,,Planet Squanch,"['S02E09', 'S01E02', 'S05E02', 'S01E09']",05-05-2020
4690,Pickle Rick,unknown,  Human#VALUE!  ,unknown,Planet Squanch,"S01E03,S04E02,S02E06",2019-06-09T12:00:00.000000Z
4558,Summer Smith,UNKNOWN,---,Earth (C-137),NULL,"S03E02,S05E03,S05E08,S01E09",INVALID_DATE_2026
6792,JERRY SMITH,DEAD,mythological creature,Earth (C-137),Earth (C-137),S01E07|S05E01|S04E03|S05E03,21/11/2021
887,Evil Morty,Alive,Unkn0wn,Signus 5,Citadel of Ricks,"S02E09,S04E09",
3865,Squanchy,ALIVE,human,Earth (C-137),Citadel of Ricks,"['S03E05', 'S03E01', 'S04E04', 'S01E05']",2022-12-27
7617,evil morty,None, Alien,Signus 5,---,S05E06|S01E08,2023-02-08
5936,Meeseeks,NULL,  Cronenbergâ€  ,,Anatomy Park,['S03E04'],
4607,Meeseeks,None,  Unkn0wn&#39;  ,Earth (C-137),Gazorpazorp,"['S03E04', 'S01E06']",
4279,rick sanchez,???,Unkn0wn,Earth (Replacement Dimension),Earth (C-137),"['S05E06', 'S04E07']",NOT_A_DATE
1919,evil morty,ALIVE,human,Signus 5,Citadel of Ricks,"S01E06,S02E05",NOT_A_DATE
3577,Morty Smith,,human,Abadango,---,"S01E07,S04E05",INVALID_DATE_2026
7249,Birdperson,unknown,Alien  ,N/A,Gazorpazorp,S03E02,24/11/2017
5985,  SquanchyÃ¡  ,N/A,Mythological Creature,N/A,Earth (C-137),S01E07,10-02-2022
5882,RICK SANCHEZ,NULL,Robot,Earth (C-137),Anatomy Park,['S02E06'],03-23-2023
2349,morty smith,DEAD,Mythological Creature,,Anatomy Park,S05E06,03-08-2017
3163,Morty Smith,dead,  HumanÃ±  ,unknown,Gazorpazorp,S05E06|S04E01|S01E03,NOT_A_DATE
7134,  Rick Sanchez!!  ,ALIVE,human,Abadango,Citadel of Ricks,"S04E01,S02E04,S03E06",
3299,Summer Smith,None,human,Earth (Replacement Dimension),Citadel of Ricks,"['S02E06', 'S03E07']",NOT_A_DATE
1347,MEESEEKS,Alive,alien  ,Earth (Replacement Dimension),Anatomy Park,S02E09|S05E04|S03E06|S03E06,NOT_A_DATE
6220,  MeeseeksÃ±  ,unknown,UNKN0WN,Earth (C-137),Anatomy Park,"S01E09,S02E08",INVALID_DATE_2026
200,  Rick SanchezÃ¡  ,unknown,   Alien&#39;  ,,Citadel of Ricks,S01E01|S04E05,INVALID_DATE_2026
5019,Rick Sanchez,N/A,  Unkn0wn!!  ,N/A,---,['S01E01'],2018-09-06T12:00:00.000000Z
7447,  Birdperson    ,???,human,unknown,Citadel of Ricks,"['S01E01', 'S03E07']",
4491,beth smith,alive,human,Signus 5,---,S02E02,03-12-2024
3082,Birdperson,unknown,Alien  ,Signus 5,Earth (C-137),S04E01|S05E02|S05E03,
7738,morty smith,???,human,Abadango,Planet Squanch,"['S03E09', 'S03E02', 'S04E02']",2023-03-08T12:00:00.000000Z
7818,  Summer SmithN/A  ,None,Unkn0wn,Earth (Replacement Dimension),Anatomy Park,"S05E01,S03E04,S02E02,S01E09",
3214,RICK SANCHEZ,alive,HUMAN,,Citadel of Ricks,"['S01E09', 'S05E09']",2018-08-26
5755,Meeseeks,N/A,  HumanÃ¡  ,N/A,Gazorpazorp,"S03E05,S03E08,S02E08,S05E03",
3099,Summer Smith,DEAD,alien  ,Signus 5,Gazorpazorp,S05E07|S03E04,2017-08-21
7312,Evil Morty,,Cronenberg,N/A,NULL,"['S02E02', 'S02E08', 'S05E02']",03-08-2017
2115,MEESEEKS,None,Alien  ,Earth (Replacement Dimension),Anatomy Park,S04E02|S02E09|S03E04|S02E05,NOT_A_DATE
4879,Rick Sanchez,dead,Human,Earth (Replacement Dimension),Gazorpazorp,S04E06|S02E02,NOT_A_DATE
7541,pickle rick,Alive,human,,Citadel of Ricks,"S02E04,S05E07,S02E06",2024-04-22
2656,  Evil MortyN/A  ,UNKNOWN,---,Earth (C-137),Earth (C-137),S05E05,2020-08-13T12:00:00.000000Z
3317,Jerry Smith,dead,Human,Abadango,Gazorpazorp,"['S03E01', 'S01E04', 'S05E01']",2018-12-08T12:00:00.000000Z
4952,Jerry Smith,UNKNOWN,Robot,N/A,Planet Squanch,"['S02E03', 'S03E09', 'S04E04']",09-27-2018
2462,Meeseeks,ALIVE,Cronenberg,Citadel of Ricks &amp; Mortys,---,S03E09|S04E09,2020-12-20T12:00:00.000000Z
7735,  Summer Smith!!  ,unknown, alien,unknown,Planet Squanch,S01E08|S03E01,04/08/2017
3270,evil morty,Alive,human,N/A,Anatomy Park,S01E04|S03E07,
3721,Birdperson,DEAD,  Cronenberg    ,Citadel of Ricks &amp; Mortys,Earth (C-137),"['S02E05', 'S02E01', 'S03E04', 'S02E04']",2022-09-05T12:00:00.000000Z
3346,  Pickle Rickâ€  ,dead,Robot,Abadango,Planet Squanch,"S05E08,S02E03",2017-07-12
846,EVIL MORTY,ALIVE,human,N/A,Citadel of Ricks,S05E04|S04E03|S01E01|S04E07,INVALID_DATE_2026
5169,Evil Morty,N/A,---,Earth (Replacement Dimension),NULL,['S05E05'],2019-11-24
55,Rick Sanchez,None,Alien  ,,Anatomy Park,"['S02E06', 'S04E03', 'S03E05', 'S01E05']",21/04/2017
7596,Rick Sanchez,NULL,Mythological Creature,Earth (Replacement Dimension),NULL,"['S02E09', 'S03E02', 'S03E09', 'S04E09']",03-03-2019
1221,evil morty,,  ---&#39;  ,Earth (Replacement Dimension),---,"['S02E09', 'S02E06', 'S04E07', 'S04E09']",NOT_A_DATE
6591,jerry smith,,---,Abadango,Planet Squanch,S01E06|S03E03|S04E02,06-19-2017
196,Jerry Smith,,Unkn0wn,Signus 5,Gazorpazorp,"S05E02,S01E03,S02E01",2019-01-22T12:00:00.000000Z
3442,Squanchy,None,Unkn0wn,Earth (C-137),NULL,S03E08,2020-01-01T12:00:00.000000Z
3061,morty smith,Dead,Alien  ,Abadango,NULL,"S01E02,S04E05,S05E04,S03E06",INVALID_DATE_2026
5009,Meeseeks,NULL,Mythological Creature,Earth (Replacement Dimension),Citadel of Ricks,"['S01E04', 'S04E04', 'S01E01']",2021-12-17
5677,Jerry Smith,Alive,UNKN0WN,Earth (C-137),Anatomy Park,S02E07|S03E01|S01E02,20/03/2023
1500,Jerry Smith,ALIVE,Alien  ,Signus 5,Gazorpazorp,S04E07|S03E02|S04E02,2022-11-07
2709,Beth Smith,DEAD,HUMAN,Citadel of Ricks &amp; Mortys,NULL,"['S01E01', 'S01E09', 'S01E03', 'S02E01']",
4810,Meeseeks,???, ALIEN,Earth (Replacement Dimension),NULL,"S01E08,S04E09,S05E03",NOT_A_DATE
3930,  Summer Smith!!  ,None, Alien,Signus 5,---,"['S05E07', 'S03E09', 'S02E02']",03-03-2017
4671,Rick Sanchez,NULL,Mythological Creature,Earth (C-137),Gazorpazorp,S01E09,12-25-2021
5711,Jerry Smith,unknown,human,Earth (Replacement Dimension),Citadel of Ricks,"S03E09,S02E04",2022-11-04
1170,Summer Smith,Alive,Human,Earth (C-137),NULL,"S05E06,S05E05,S04E02,S05E04",
69,Summer Smith,???, Alien,N/A,Citadel of Ricks,S03E04|S03E04,2017-06-12T12:00:00.000000Z
4136,RICK SANCHEZ,UNKNOWN,human,Signus 5,---,S05E03,2021-01-04T12:00:00.000000Z
4965,Beth Smith,,Mythological Creature,Abadango,Planet Squanch,"S02E05,S01E03,S03E02,S05E02",
884,Pickle Rick,N/A,  humanN/A  ,N/A,---,"S05E05,S03E08",2018-02-03
4773,jerry smith,ALIVE, Alien,Earth (C-137),Gazorpazorp,S05E09|S02E07|S04E08,28/03/2024
4548,Jerry Smith,unknown,Cronenberg,Earth (C-137),Anatomy Park,['S02E05'],2024-01-27T12:00:00.000000Z
668,  Pickle Rick#VALUE!  ,Dead,  Alien  Ã¡  ,unknown,Gazorpazorp,"['S01E07', 'S03E04', 'S03E07']",2018-01-20T12:00:00.000000Z
124,Meeseeks,NULL,human,,Planet Squanch,"S02E06,S03E09,S04E08",2022-09-07
628,Meeseeks,Dead,robot,Earth (Replacement Dimension),Anatomy Park,"['S02E02', 'S05E04']",NOT_A_DATE
5063,Pickle Rick,ALIVE,Alien  ,Earth (C-137),NULL,S01E03,INVALID_DATE_2026
1836,  Jerry Smith    ,, Alien,Earth (Replacement Dimension),Anatomy Park,"['S03E08', 'S02E03', 'S01E04']",
6758,Meeseeks,None,Unkn0wn,N/A,Earth (C-137),"S01E01,S02E09,S03E02,S03E07",18/03/2021
1385,Summer Smith,alive,human,Earth (Replacement Dimension),Earth (C-137),"S01E03,S01E07,S05E04",2018-08-23
6282,Birdperson,Alive,  Mythological CreatureÃ±  ,,Gazorpazorp,S05E09|S03E06|S04E03,INVALID_DATE_2026
4127,Pickle Rick,,Robot,Earth (Replacement Dimension),Gazorpazorp,S04E04,2023-06-15T12:00:00.000000Z
47,Beth Smith,alive,  Robot	  ,Signus 5,Gazorpazorp,S01E07,16/03/2018
1822,  Jerry Smithâ€  ,UNKNOWN,unkn0wn,,---,"['S02E09', 'S01E08']",2023-07-22
7877,Rick Sanchez,,---,Earth (C-137),NULL,S05E07|S03E02,04-01-2022
5521,Rick Sanchez,N/A,HUMAN,,Gazorpazorp,"S04E06,S03E04",2020-03-14T12:00:00.000000Z
1294,rick sanchez,N/A,UNKN0WN,unknown,Anatomy Park,S05E05|S04E01|S05E05|S03E01,2024-06-16T12:00:00.000000Z
6250,Pickle Rick,alive,cronenberg,Earth (C-137),---,S05E08|S03E08,01/11/2021
1979,Rick Sanchez,,Mythological Creature,Citadel of Ricks &amp; Mortys,---,"['S05E04', 'S03E03', 'S03E07', 'S03E04']",
4859,Jerry Smith,unknown, Alien,Earth (Replacement Dimension),Earth (C-137),"S04E06,S03E08,S03E08",
6945,Pickle Rick,ALIVE,Cronenberg,N/A,Anatomy Park,"S02E09,S05E09,S02E08,S03E05",INVALID_DATE_2026
7729,Morty Smith,,---,N/A,NULL,"S05E04,S02E02,S01E02",12/02/2018
1669,Beth Smith,N/A,robot,Earth (Replacement Dimension),Gazorpazorp,"['S02E09', 'S04E02', 'S02E04']",2023-07-22T12:00:00.000000Z
4533,evil morty,Dead,Cronenberg,N/A,---,"['S01E07', 'S04E07', 'S04E04', 'S03E07']",
923,Pickle Rick,Dead, Alien,unknown,Citadel of Ricks,S03E06|S03E04|S04E01,28/07/2020
4365,Evil Morty,NULL,alien  ,Earth (Replacement Dimension),NULL,S04E06,01-28-2017
5139,  Rick Sanchez&#39;  ,alive,MYTHOLOGICAL CREATURE,Signus 5,Gazorpazorp,"['S01E03', 'S04E09', 'S04E04']",2024-06-05
1936,Evil Morty,???,---,Earth (Replacement Dimension),NULL,"S04E09,S04E04",15/09/2019
2486,SUMMER SMITH,DEAD,Robot,Citadel of Ricks &amp; Mortys,---,S04E05|S05E02,
826,  Beth Smith#VALUE!  ,None,  ---&#39;  ,unknown,Earth (C-137),S01E03|S03E02|S02E02,NOT_A_DATE
2654,rick sanchez,Dead,human,unknown,NULL,S02E03|S03E02|S02E08|S02E07,04/10/2022
5482,Pickle Rick,NULL, Alien,N/A,---,S05E01,
167,  Summer SmithÃ¡  ,None,Unkn0wn,Signus 5,Gazorpazorp,S02E09,
2432,Jerry Smith,NULL,Cronenberg,N/A,Gazorpazorp,"S04E08,S02E01,S01E01,S02E06",
3481,  SquanchyÃ±  ,dead,  ---N/A  ,Earth (Replacement Dimension),Earth (C-137),S03E02|S01E07,2019-04-12
4172,Birdperson,UNKNOWN, Alien,Earth (Replacement Dimension),Anatomy Park,S01E07|S02E01|S01E09,
5066,Morty Smith,,human,Citadel of Ricks &amp; Mortys,Citadel of Ricks,"S03E07,S03E08,S02E07,S03E07",08-17-2024
4193,Evil Morty,NULL,Human,Abadango,---,"['S03E01', 'S05E03']",02-24-2017
4966,RICK SANCHEZ,ALIVE,Mythological Creature,N/A,Gazorpazorp,S02E02|S02E04|S02E09,2022-04-04
7188,Beth Smith,???,CRONENBERG,unknown,Anatomy Park,S02E05,NOT_A_DATE
5296,Evil Morty,UNKNOWN,Mythological Creature,Citadel of Ricks &amp; Mortys,NULL,"S01E06,S02E01,S05E01,S04E02",
4744,Beth Smith,???,Robot,,NULL,"['S05E01', 'S02E07', 'S05E05', 'S04E01']",2019-07-03T12:00:00.000000Z
47,Beth Smith,alive,  Robot	  ,Signus 5,Gazorpazorp,S01E07,16/03/2018
5245,Pickle Rick,alive,Robot,N/A,Earth (C-137),S04E05|S05E08|S03E08|S02E01,2024-10-20
737,Summer Smith,None,Cronenberg,,Planet Squanch,"['S04E07', 'S02E04', 'S04E09']",07-14-2024
3016,Meeseeks,???,human,Earth (C-137),Gazorpazorp,"S03E02,S02E05,S01E06,S01E09",
2636,  MeeseeksÃ±  ,NULL, alien,Abadango,Citadel of Ricks,"['S04E07', 'S02E09', 'S01E03']",
7502,Rick Sanchez,DEAD,Alien  ,Earth (Replacement Dimension),NULL,['S03E02'],2022-05-02
589,Birdperson,Dead,alien  ,N/A,Citadel of Ricks,"['S01E07', 'S03E08', 'S02E07', 'S05E05']",
2064,Morty Smith,NULL,  HumanÃ±  ,,Anatomy Park,"['S04E03', 'S03E07']",2018-09-26
4084,Squanchy,,  human    ,N/A,---,"S01E05,S02E07,S01E01",
4295,Meeseeks,dead,alien  ,Earth (C-137),Earth (C-137),"S04E06,S03E05,S03E05,S02E03",04-03-2023
984,Morty Smith,unknown,Cronenberg,Citadel of Ricks &amp; Mortys,Gazorpazorp,S02E05|S04E07|S03E01|S05E09,NOT_A_DATE
7288,Summer Smith,NULL,Alien  ,,Earth (C-137),"['S01E08', 'S03E03']",NOT_A_DATE
1336,Jerry Smith,Alive,Human,unknown,Planet Squanch,S04E07,18/04/2024
5252,beth smith,,Cronenberg,unknown,Anatomy Park,S03E09,NOT_A_DATE
3074,  Evil Morty&#39;  ,Dead,human,,Gazorpazorp,['S02E08'],15/12/2022
6011,Jerry Smith,UNKNOWN, Alien,Signus 5,Gazorpazorp,"S03E09,S05E09",2023-08-28
2220,meeseeks,unknown, Alien,Abadango,Earth (C-137),"['S03E08', 'S03E08']",NOT_A_DATE
5215,Birdperson,dead,human,Signus 5,---,"['S01E01', 'S01E01', 'S03E02', 'S01E02']",
3661,morty smith,DEAD,---,Abadango,Citadel of Ricks,S01E01|S02E03|S01E03|S05E05,
688,meeseeks,ALIVE,  humanÃ¡  ,Signus 5,Planet Squanch,['S04E06'],15/11/2020
4497,squanchy,NULL,Cronenberg,Citadel of Ricks &amp; Mortys,Earth (C-137),"S04E07,S01E05",INVALID_DATE_2026
2289,Morty Smith,dead,human,,Planet Squanch,S04E02,10-26-2021
1337,Birdperson,UNKNOWN,Human,Abadango,NULL,"S05E01,S03E05,S05E08,S01E07",09-01-2022
5170,Morty Smith,dead,Alien  ,Abadango,Anatomy Park,S02E01,INVALID_DATE_2026
3023,Jerry Smith,UNKNOWN,  Mythological CreatureÃ¡  ,Abadango,NULL,S02E02|S02E09|S04E06,2022-12-27
784,Summer Smith,???,Unkn0wn,Signus 5,---,"S05E08,S04E05,S03E02,S05E02",2021-10-20T12:00:00.000000Z
7386,jerry smith,Dead,  Unkn0wn    ,Signus 5,Citadel of Ricks,S02E05|S04E01|S02E03|S02E04,
4601,Morty Smith,dead,  RobotN/A  ,unknown,NULL,S03E07|S04E02|S04E06|S04E07,2017-12-13T12:00:00.000000Z
6186,Meeseeks,N/A,robot,Abadango,---,S02E02|S05E08|S05E05|S03E02,01-13-2022
4847,MORTY SMITH,???,unkn0wn,Earth (Replacement Dimension),Anatomy Park,"S04E03,S03E05,S04E09,S05E01",
4751,Jerry Smith,N/A,Unkn0wn,Signus 5,Planet Squanch,S05E07|S04E06|S01E02|S01E02,NOT_A_DATE
5200,Evil Morty,UNKNOWN,Robot,,Gazorpazorp,"S05E02,S05E07",
649,squanchy,ALIVE,  CronenbergÃ±  ,Signus 5,Citadel of Ricks,S01E07|S02E09|S01E02|S04E06,22/11/2021
1106,Evil Morty,dead,  Mythological Creature	  ,Earth (Replacement Dimension),Anatomy Park,"['S03E09', 'S05E01', 'S01E01']",
1977,Morty Smith,Alive,alien  ,Signus 5,Anatomy Park,"['S03E04', 'S02E01', 'S05E04', 'S05E07']",18/12/2024
1087,  Rick Sanchez!!  ,unknown,  human    ,Signus 5,Earth (C-137),"['S01E03', 'S04E05', 'S01E08', 'S02E04']",NOT_A_DATE
1463,Pickle Rick,DEAD,  Unkn0wnâ€  ,Abadango,Earth (C-137),"S05E02,S03E05,S01E03,S02E02",
4898,  BirdpersonÃ¡  ,Alive,Cronenberg,Signus 5,Earth (C-137),"S04E08,S03E05",2017-09-19
4954,Rick Sanchez,ALIVE,robot,Abadango,Earth (C-137),"S03E07,S05E01",INVALID_DATE_2026
2974,Jerry Smith,ALIVE,Human,Abadango,Anatomy Park,['S02E01'],INVALID_DATE_2026
2186,RICK SANCHEZ,Alive,Alien  ,N/A,Citadel of Ricks,"['S04E09', 'S03E09', 'S04E02', 'S01E09']",
6625,  Rick SanchezÃ±  ,unknown,mythological creature,unknown,Anatomy Park,"['S05E07', 'S04E07', 'S04E06']",
2207,Rick Sanchez,alive,HUMAN,,Gazorpazorp,"S03E03,S02E08",
739,Summer Smith,dead,MYTHOLOGICAL CREATURE,Signus 5,Anatomy Park,S02E09|S05E06,2018-02-25
3474,jerry smith,DEAD,  Human	  ,,Planet Squanch,"['S02E07', 'S02E05', 'S01E06', 'S04E06']",NOT_A_DATE
1205,Pickle Rick,,human,,Planet Squanch,"S03E02,S02E08,S02E06",NOT_A_DATE
2646,Jerry Smith,UNKNOWN,Mythological Creature,Citadel of Ricks &amp; Mortys,---,S04E07|S02E02|S05E09|S02E05,26/02/2021
729,birdperson,alive,Robot,Abadango,Anatomy Park,S02E08|S01E02|S04E06,INVALID_DATE_2026
